0	30645
4097	47
2	3
1146883	1
1	4
15368	1
2745	1
336983	1
9612	2
1313	2
85006	1
763407	1
1437201	1
1033922	1
441366	1
543	12
1489922	2
13489	1
9685	1
157739	1
35885	1
561	1
562	23
3635	20
1196835	1
8287	1
314145	2
7742	2
1599	1
591936	1
48736	1
32523	2
9796	1
47885	2
63629	1
72274	1
4182	1
596153	1
1827	2
365659	1
9823	9
7776	1
1725	1
118883	1
7953	1
1282	2
10376	3
147389	11
115561	1
8825	4
379	1
408188	1
1676925	1
326968	1
642	2
1329799	1
4232	1
40215	1
85698	1
136846	1
64144	2
6289	2
516756	1
699246	1
1305	2
9498	1
2024608	1
9895	7
52904	3
9903	3
85681	1
1716	2
61621	1
9913	16
946362	2
69820	1
147645	3
1123519	1
202946	9
39107	4
29380	1
374	1
2759	251
210632	5
5833	1
237258	1
1747	12
1236	2
31957	1
9430	1
37293	1
5850	1
5854	1
5855	1
40674	2
9443	1
8932	1
32264	1
5073	1
186625	2
207598	709
9597	26
398578	1
91347	1
1182590	1
34038	1
158456	5
446860	2
3711	1
7936	1
51669	1
1822464	1
7425	1
32002	1
1283	1
500485	1
1608454	1
469	1
9483	10
32524	35
32525	2
381198	1
103695	1
29656	1
7955	2
1301	1
337687	1
10116	2
7962	3
1308	2
7227	1
286	2
287	1
6945	2
314146	168
9691	1
60711	10
8492	1
156978	1
9989	1
425265	6
37682	3
28211	1
670516	1
9526	228
9527	3
9528	15
31033	1
1338	1
9531	7
316	1
9534	16
71999	1
932674	1
9539	19
72004	2
9541	4
1351	1
9544	79
9545	6
89399	1
1762	1
999810	1
136845	1
169297	16
1437010	84
9555	19
30019	1
1883	1
9565	2
8030	1
11103	3
9569	1
418107	1
356	2
1385	1
10090	71
190721	1
376686	1
215358	1
321398	1
9593	24
59479	1
9595	7
9596	18
112509	1
9598	718
28031	1
9600	1
9601	98
33154	28
40323	2
9604	203
9606	27249196
857417	1
30602	1
56716	6
9103	1
117571	207
487316	1
93934	1
880534	1
880536	2
34884	1
8090	13
1224	1
61853	17
1648030	34
147368	3
4522	1
9031	1
1737458	2
420662	1
314293	24
314295	26
712633	1
28090	2
33213	412
306537	1
73154	1
52163	1
4550	1
996285	1
305	1
113379	2
1489872	7
359160	4
113107	1
4564	154
4565	151
4567	5
4568	5
8153	1
99802	146
4571	2
179676	1
80864	3
80865	14
483	1
76775	1
1759399	1
131567	5
1758194	1
9615	3
59894	2
1437183	1
