0	76585
6656	1
4097	62
2	5
517	1
9554	1
1	5
15368	1
39946	3
2057741	2
85006	1
37293	5
8720	1
1437201	1
42514	1
441366	12
4119	1
543	17
29729	1
1489922	2
547	1
8637	3
5671	1
9685	1
157739	1
35884	4
35885	3
242223	1
39432	1
562	30
3635	65
76340	1
8030	1
2169400	1
3641	1
117571	454
7227	1
8083	1
1597	1
7742	4
314293	75
591936	5
48736	1
32523	6
9796	3
3656	2
74940	1
9805	1
8782	1
995085	1
40272	1
1903186	1
508771	3
72004	4
8790	1
336983	2
6500	1
425265	9
156563	1
338	1
2006110	1
9823	14
7776	2
670516	1
743525	1
3055	1
85692	1
152682	1
9568	2
85698	4
43768	1
147389	13
1274631	1
2055263	1
85057	1
1437183	1
12916	2
9565	2
8825	1
9407	2
326968	1
3712	4
244447	1
9347	1
10372	2
112262	7
1329799	1
10376	3
431241	2
337687	2
1868482	1
2702	1
5811	1
64144	6
6289	2
59538	2
877507	1
516756	3
28526	1
106648	1
106649	1
9498	1
181406	1
8355	1
94885	1
9895	5
52904	10
211114	1
41297	1
9903	1
1224	8
1978547	1
7998	1
61621	8
61622	2
550	1
9913	33
946362	1
27679	1
5820	8
6945	1
7029	1
202946	12
39107	15
39621	1
2759	586
210632	15
5833	4
237258	1
905079	1
29388	2
720590	3
180282	1
32561	2
1747	12
724	1
31957	1
1313	1
8996	2
5850	1
8287	1
222	9
28895	2
1760	1
5858	3
9443	6
5861	4
9681	1
50370	1
3817	1
7719	1
207598	1581
9597	36
51953	1
1737458	5
33011	1
29656	1
1270	3
158456	13
1236	1
3711	3
7953	2
469	2
1280	4
186625	13
1282	2
500485	8
136966	1
9479	1
1290	3
9483	24
32524	86
32525	7
34062	1
363628	1
7955	16
119060	1
1301	1
68887	7
451864	1
40324	5
7962	21
285	2
286	4
287	2
314145	4
314146	452
314147	1
10020	1
9509	1
294	1
60711	16
7426	1
8839	1
10029	2
303	1
305	2
37682	1
28211	1
28980	1
5854	2
9526	543
9527	8
9528	26
85681	3
418107	8
28216	2
215358	10
93934	1
30019	1
4479	1
9541	16
2014534	1
9031	8
9544	144
9545	16
1354	1
89399	1
885580	1
38626	1
58932	1
8016	1
169297	11
1437010	185
9555	34
553814	1
103481	2
80868	1
570	2
1841481	1
11103	6
79200	1
39777	1
9531	22
356	1
29029	2
9691	1
332648	2
306537	1
10090	233
190721	1
1026970	1
9704	1
8080	1
56723	1
28532	1
9534	22
1134454	1
1448311	1
9593	16
374	1
59455	1
9596	32
112509	3
9598	1436
44415	1
9600	1
9601	225
33154	54
40323	2
9604	289
40674	1
9606	52304886
36668	1
2033032	1
36330	1
56716	20
4494	1
9615	3
30608	2
9880	1
9539	10
420245	1
880534	1
504728	1
34884	1
8090	29
9595	16
52124	1
61853	30
1648030	60
129951	1
40215	1
147645	1
13735	1
1351	1
10116	7
1758194	1
9135	2
7091	1
335284	1
108981	1
286419	1
314295	58
28090	1
33213	785
2202563	1
310752	1
29430	1
4550	1
80840	8
36809	1
307658	1
702967	1
334413	1
1489872	8
359160	1
4564	180
4565	177
470	1
4567	5
4568	2
99802	278
4571	3
4572	3
9722	1
80864	5
80865	39
80866	3
63459	1
354276	1
4069	1
76775	2
1783272	1
29674	1
1489388	2
10066	1
131567	9
497	1
1219058	1
1489908	3
571381	1
59894	7
671223	1
506	2
1019	1
9726	1
156757	1
