0	25096
4097	26
5125	1
1	3
15368	1
39946	1
1030157	1
85006	1
1437201	1
1282	1
441366	3
401472	1
543	18
1660963	1
515620	1
1608454	1
550	1
85681	2
52904	3
35884	1
1300914	1
1795631	1
39432	2
562	10
3635	24
3641	15
570	2
1134687	1
7742	4
575	2
591936	2
9483	8
160068	1
3656	2
300111	1
508771	2
1112	1
91061	1
106589	1
9823	5
115808	1
615	1
85692	1
40324	7
71275	1
516756	1
380021	1
8825	2
308865	1
22	1
112262	4
8839	2
10376	1
85698	2
64144	4
4565	4
55577	1
9880	1
5786	1
1016987	1
12956	1
9498	1
106654	1
5794	2
2004644	2
2004646	1
9895	3
48296	6
80840	1
9913	10
10116	4
27679	1
5820	2
202946	3
39107	4
374	1
2759	277
1224	5
5833	6
35019	1
29388	1
720590	1
1485	1
1747	6
1236	8
9593	8
642780	2
451377	1
222	1
1760	3
693986	1
9443	2
8932	1
5861	1
273131	1
207598	621
30589	1
1785128	1
91347	1
868597	1
29430	142
158456	5
468	1
1274	1
1636603	1
1279	7
1280	74
186625	5
716546	1
500485	5
520	1
9479	3
32523	5
32524	34
32525	1
34062	1
7953	2
7955	10
40215	5
30596	1
7962	4
5679	1
286	4
287	33
314145	1
314146	133
7459	1
60711	7
3880	2
1324350	1
862507	1
1985328	1
425265	1
28211	1
10036	1
9526	194
9527	1
9528	13
9531	7
9534	11
28090	2
2491202	1
117571	163
72004	6
9541	11
9544	59
9545	8
1437010	58
9555	11
340	1
9785	1
79200	1
39778	1
33083	1
1182568	1
10090	42
32108	1
572307	1
215358	2
418107	1
28025	1
9595	7
9596	13
9597	22
9598	639
9600	1
9601	90
33154	15
40323	3
9604	157
9606	25070324
2033032	1
30602	1
56716	6
9615	2
30608	1
9539	5
109461	1
880535	1
880536	3
4932	2
8090	6
357276	1
61853	21
1648030	1
4513	1
1646498	1
37293	2
4530	1
108980	1
314293	24
314295	16
79684	1
3514	1
33213	292
816	1
909768	6
980427	1
305	2
88015	1
1489872	7
4564	3
469	68
470	11
8663	1
99802	127
354276	2
58853	1
269798	1
9704	1
36330	2
1758189	1
131567	2
4081	1
1758194	2
30195	1
59894	3
671223	1
1489913	1
9722	1
3068	1
