0	37972
4097	80
2	2
1	2
39432	1
39946	1
39947	1
9612	1
8720	3
1437201	2
42514	1
441366	9
34839	1
543	11
85681	2
51240	1
9258	1
7213	1
562	9
3635	39
9785	1
48701	1
7742	7
105023	1
591936	1
32523	3
9796	3
33548	1
8790	1
336983	2
9999	1
9823	7
7776	1
75366	1
7868	1
40324	1
542827	1
113379	2
8825	2
44394	1
3712	3
112262	2
1329799	1
10376	2
431241	1
379532	1
64144	4
6289	1
5827	1
516756	4
106649	1
6279	1
9498	1
94885	1
9895	4
52904	8
1390395	1
1842537	1
5804	1
1224	1
1978547	2
61621	2
61622	1
9913	24
5820	4
202946	8
39107	7
27334	1
2759	324
210632	5
720590	1
30415	2
1747	7
1236	1
5850	1
222	2
40674	2
9443	1
33511	1
7463	1
207598	923
1737458	6
33011	1
29430	1
158456	6
2005460	1
38654	1
1279	1
1280	1
186625	9
305	4
500485	2
9479	1
9483	12
32524	60
32525	4
35885	1
7953	2
7955	5
50452	1
1301	1
337687	1
10116	2
7962	11
283	1
44316	2
323802	1
286	3
287	1
314145	2
314146	238
7460	1
60711	6
90247	1
3885	1
425265	5
5854	2
9526	269
9527	6
9528	10
129337	3
9531	10
9534	14
165695	1
1652545	1
9539	10
72004	5
9541	9
1351	1
9544	102
9545	9
999810	1
1437010	100
9555	21
354276	1
11103	5
79200	2
508771	2
111463	1
42344	1
10089	1
10090	82
215358	2
9593	15
9595	9
9596	20
9597	38
9598	900
9600	2
9601	142
33154	27
9604	189
9606	34640388
30602	2
56716	10
117571	240
4932	1
8090	14
52124	3
61853	18
1648030	3
91561	1
9031	1
314293	23
314295	35
6072	2
33213	408
186817	1
877507	1
10181	1
80840	1
1637837	1
1489872	12
5073	1
4564	8
4565	8
4567	1
99802	176
179676	1
80865	1
1131492	1
9704	1
36330	3
131567	4
543728	1
4081	1
1758194	1
1489908	2
59894	3
204457	1
1230840	1
9722	1
