0	46359
4097	116
2	10
62977	6
520	1
1879049	18
1879050	3
39947	1
569360	1
529	1
441366	8
641	1
5661	2
543	73
544	1
546	1
547	5
93220	1
1279013	1
550	1
85681	4
147389	1
9685	1
157739	2
35884	3
35885	1
561	4
562	37
3635	40
3641	2
570	3
1407071	1
8782	1
39946	1
7742	4
108981	3
591936	4
3649	1
7998	2
9796	1
3656	1
165450	1
590	1
995085	2
478801	1
72274	6
7764	2
4182	1
336983	1
9823	7
48736	1
8720	1
9315	1
613	3
1437201	1
40324	2
615	3
186990	2
1489341	1
299123	1
8821	1
10089	1
8825	2
1237626	1
1676925	2
61384	1
1808001	65
642	5
1242245	9
112262	4
1329799	1
32523	7
136841	1
1441930	1
1827469	1
1249553	1
402626	1
33934	2
64144	2
6289	2
59538	1
963	1
516756	4
123502	1
411798	1
1608473	6
106648	2
106649	4
747676	1
9498	3
106654	13
1809055	19
7776	1
2004644	5
2004646	1
9895	5
48296	106
204457	1
210632	6
83655	1
9903	1
909768	193
5811	1
1716	1
61621	5
61622	1
9913	16
10116	5
6687	1
5820	3
93373	1
202946	9
39107	4
4577	1
2759	330
1224	30
5833	3
225342	1
29388	1
38609	2
1747	11
1236	116
31957	1
352472	1
1191460	10
487316	2
5851	1
5854	2
244447	1
5858	1
9443	1
5861	2
323802	1
9681	1
398577	1
207598	894
112509	1
1785128	1
1737458	5
91347	2
724	1
29430	5564
43768	11
468	9
1275	3
4565	40
1280	15
186625	5
1282	2
500485	1
9479	1
300	1
9483	8
32524	42
32525	3
1489913	1
7953	1
160674	1
7955	8
119060	1
1301	2
40214	67
40215	69
40216	3
55577	21
7962	12
436717	2
7227	1
286	19
287	6
314145	1
314146	205
9507	1
253237	1
60711	6
1789224	1
517418	1
310572	7
196024	1
13616	1
425265	7
222	2
9526	263
9527	2
9528	11
190721	1
9531	5
9534	22
71999	1
1871111	5
117571	243
72004	8
9541	16
1351	2
9544	94
9545	15
87882	1
429709	1
169297	2
1437010	96
9555	25
80840	5
947029	1
99158	1
8030	1
9569	2
508771	1
356	1
8081	1
42344	2
1385	1
10090	108
398699	1
2079596	1
5850	1
56723	1
215358	2
9593	9
364410	1
9595	6
9596	12
9597	20
9598	885
9600	1
9601	135
33154	26
40323	1
9604	190
1191062	1
9606	37978034
30602	3
56716	11
9615	6
2109915	1
29073	1
1426	1
9539	6
945556	4
278934	12
8090	14
3662	1
61853	26
1648030	7
1324960	1
4513	1
1646498	10
32033	1
4081	1
147368	1
756892	2
9031	6
37293	3
4530	1
1	2
108980	5
314293	29
314295	22
6072	2
28090	12
230844	1
33213	394
1344959	2
877507	2
329156	1
39432	3
2202567	1
27592	1
655819	1
305	2
1489872	9
158456	5
9089	1
4564	15
469	2002
470	210
471	1
4568	1
76761	1
99802	208
308559	1
80864	1
80865	3
1636603	4
354276	5
9543	1
269798	1
340	1
2004647	2
1489388	1
1758189	8
131567	28
52904	10
7668	1
59894	3
418107	2
506	1
8187	1
1234428	3
1437183	3
