0	77203
9479	2
4097	59
2	1
1	7
39432	5
39947	1
30732	1
31234	1
8720	2
1437201	2
42725	1
441366	15
1720344	1
5661	1
543	14
1489922	1
8637	3
85681	5
7209	1
8287	1
157739	4
35884	1
35885	3
224911	1
59912	1
562	20
3635	66
647221	1
103481	2
7227	3
8083	2
48701	1
7742	8
591936	8
85057	2
9483	13
9796	3
255045	1
8663	1
3656	4
85066	1
351671	1
610380	1
8782	1
7764	1
34062	1
336983	2
156563	1
106589	1
2006110	1
9823	13
240228	1
89191	1
85692	1
152682	1
9261	1
33213	742
91411	1
3702	2
113379	1
225400	2
8825	4
4447	1
3712	1
8128	1
9347	3
10372	1
1978547	1
112262	9
1329799	1
4232	2
482957	1
9358	1
185453	1
64144	4
6289	3
877507	1
516756	2
9365	1
54383	1
756892	1
9498	5
62625	1
7950	1
8355	1
94885	1
9895	3
52904	16
3755	1
1224	2
299123	1
61621	7
61622	5
9913	39
5820	6
5821	1
39616	1
202946	17
39107	14
39110	1
2759	571
210632	16
5833	5
194338	1
720590	3
286419	1
73337	1
175834	1
10066	2
5854	2
116960	1
5858	6
9443	8
5861	2
32264	1
33511	3
3818	1
359160	1
207598	1805
1737458	7
1747	4
29656	1
6526	1
9974	2
158456	11
44415	1
82174	1
9685	2
1280	2
186625	14
716546	3
500485	2
9089	2
8968	1
32523	8
32524	71
32525	7
33550	1
4909	1
7953	4
180498	1
7955	18
119060	1
7957	1
40214	1
337687	3
32536	1
10116	6
7962	13
286	6
6945	2
314146	389
458233	1
60711	18
29760	1
561	1
8492	2
10029	1
9989	2
37347	1
13616	3
425265	5
37682	5
28211	1
9526	578
9527	5
9528	25
465721	1
10376	2
9531	22
215358	5
80864	2
3659	1
9539	21
72004	10
9541	15
9031	4
9544	165
97097	1
205130	1
89399	2
50402	1
727	1
1359	1
4944	2
169297	6
1437010	153
9555	39
6999	1
9103	1
9565	1
1841481	1
11103	5
9568	2
508771	5
42344	1
10090	180
9986	1
28526	1
572307	2
13684	1
9534	19
4615	1
9593	20
34072	1
9595	20
9596	42
9597	52
9598	1699
9599	1
9600	5
9601	266
33154	48
9604	456
9606	63972117
5516	1
37653	1
30019	3
56716	26
9615	2
1036672	1
117571	461
880535	2
880536	2
8090	33
52124	1
61853	32
1648030	19
144197	2
9126	1
5543	1
91561	1
37293	6
3144	1
1300914	2
314293	80
314295	74
6072	5
10228	1
230844	1
147389	6
9545	14
1708480	1
52163	1
27592	1
305	2
1489872	18
9681	2
4564	77
4565	85
4567	1
4568	2
99802	371
4572	1
37344	1
80865	11
80866	3
63459	1
354276	1
4069	1
41447	1
9612	1
36330	2
1489388	3
43346	1
131567	9
1448321	1
4081	5
1489908	2
59894	4
418107	9
1279	1
1437183	2
